project_name,classification,commit_message
camel,Feature Addition,improved the Guice support to work nicely with GuiceyFruit and provide some useful base classes which use the new Guice 2.x features such as nice @Provides methods to create custom route builder instances (or collections of them)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@704481 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"@Mock and @Uri are now qualifiers. Added an example of Endpoint injection via @Named. Also simplified the use of @Inject with camel injection; it now requires a qualifier if using @Inject to inject Endpoint/ProducerTemplate of either @Mock, @Uri, @Named - otherwise dont use @Inject and just use the vanilla Camel injection annotations (@Produce or @EndpointInject). The use of qualifiers avoids all kinds of CDI issues when trying to mix and match @Inject @EndpointInject and @Inject @Named in the same application; for Endpoint/ProducerTemplate injection there must be a unique qualifier used now. Note @Consume doesnt do injection per se so @Inject is never used directly with it. Finally @Mock() now takes an optional URI for the MockEndpointgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1380275 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,added more builder methods together with a better Splitter examplegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520517 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added initial JAXB change for CAMEL-1171git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@725309 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added an aggregator pattern implementation so multiple messages for the same correlation key can be combined into a single message message for CAMEL-7. Also a partial first cut of CAMEL-63 for implementing delayed message deliverygit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@552848 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added an aggregator pattern implementation so multiple messages for the same correlation key can be combined into a single message message for CAMEL-7. Also a partial first cut of CAMEL-63 for implementing delayed message deliverygit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@552848 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"CAMEL-9586 - add option documentation, include component in distribution, improve karaf features definition"
camel,Feature Addition,added more builder methods together with a better Splitter examplegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520517 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added more builder methods together with a better Splitter examplegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520517 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"CAMEL-9586 - add option documentation, include component in distribution, improve karaf features definition"
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"added a test case to show routes being split up using a choice, then ending up on the same queue again finallygit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@530203 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"[CAMEL-1256] Clean up camel-cxf, [CAMEL-1239] add set bus option for looking up bus from registry for no-spring endpint, [CAMEL-1254]camel-cxf: URI option for serviceClass does not support lookup in registrygit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@735592 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added needed support for the wire tap impl.. It can now inject array values into builders.git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@521399 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added needed support for the wire tap impl.. It can now inject array values into builders.git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@521399 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,MR-191 added more unit test on camel-osgigit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@827436 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Polished camel-ftp. Added missing unit test. Trying to close Apache FTP Server so Bamboo is happy. Better handling of exception thrown during ftp consumer if its stopping etc.git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@680078 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Add mbean operation to explain endpoint options
camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
