commit_hash,project_name,classification,commit_message
0b80308a371658f4e9bce8f3347ce5330487c290,tomcat,Corrective,Need to add an additional test. Also add extra tests when buffers not backed by arrays. Expand the test cases to cover the Autobahn failuresgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1425801 13f79535-47bb-0310-9956-ffa450edef68n
0b924af68874c2e6554ec051c266f27cd3651426,tomcat,Preventative,Get tests working with OpenSSL 1.0.1git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1695224 13f79535-47bb-0310-9956-ffa450edef68n
0b925d40f544b6b1430f4c77c040f11e5f704545,camel,None,CAMEL-433: better validation when creating an endpoint from urigit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@655332 13f79535-47bb-0310-9956-ffa450edef68n
0bfa7d79d0fc5f127fd785e8ba3bc83dab8df991,hadoop,Feature Addition,HADOOP-8551. fs -mkdir creates parent directories without the -p option (John George via bobby)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1365588 13f79535-47bb-0310-9956-ffa450edef68n
0bfe8454425ea645e6624fc8173880c872be2ca1,tomcat,Preventative,Untested first pass at pushing down NIO2 writes.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1650278 13f79535-47bb-0310-9956-ffa450edef68n
0c149e3da1de49eb6289c16a1716936b647322b4,camel,None,"CAMEL-4358 Refactor management code to remove cycles, introduced support package for base classesgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1160679 13f79535-47bb-0310-9956-ffa450edef68n"
0c507b868ccd1acc48aa2d881fefe036fbe3c2b4,camel,None,CAMEL-901.  Patch applied with thanks to Claus!git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@706857 13f79535-47bb-0310-9956-ffa450edef68n
0c55b4dfb8d7177ca24537bfcbfc5c0375bdd0c4,camel,None,CAMEL-4137 CxfNamespanceHandler should not set the TCCLgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1157878 13f79535-47bb-0310-9956-ffa450edef68n
0c702821a8137e9aa05eb35ed3bcd3eb504a2872,tomcat,None,Start to hook-up the commons-file upload port to the Servlet3 file upload API  - Make sure the upload config is available when required  - Start to migrate the HTML manager to the upload APIgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@882550 13f79535-47bb-0310-9956-ffa450edef68n
0c768e45aeb57ca38ade8f88e8e797ccc7714052,apache-jmeter,Preventative,Restore System.exit() to allow non-GUI remote tests to exit.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@351558 13f79535-47bb-0310-9956-ffa450edef68n
0c831191c19467e54fa8f30e640d8e41e4e99328,log4j,None,"And with a click of her heals, Chainsaw v2 heads off home to Kansas.Note: I ran the unit tests locally before this commit and it came out successful.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311304 13f79535-47bb-0310-9956-ffa450edef68n"
0c8498d92e3854593b312ae613806df3f610bfaa,apache-jmeter,None,Only call System.exit() for non-GUI client sessions; Tidy up default icon propertiesgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@585626 13f79535-47bb-0310-9956-ffa450edef68n
0cafb7130054c68fc465384fc6f4f259ed87c7d7,apache-jmeter,Preventative,Tidy up a bit; comment out test code as no tests exist yetgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@342586 13f79535-47bb-0310-9956-ffa450edef68n
0cc749b722a851cd985cfaa98c143c9535355ff5,log4j,None,"Refactored LogPanel into a standalone class instead of an inner class of LogUI.  More work needs to be done to remove dependencies, but at least its a separate class now (good start).git-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310003 13f79535-47bb-0310-9956-ffa450edef68n"
0ccd7cf2877bf8120522558f6365758a95901d9f,apache-jmeter,None,No need for reflection as we only use JsseSSLManager now.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@546655 13f79535-47bb-0310-9956-ffa450edef68n
0cdfed561db144b0b6c0dadc10d1408d5683ffef,tomcat,Feature Addition,"Apply patch 12 from jboynes to improve cookie handling. Move header-specific parsing code into a separate class associated with that header type. This is in anticipation of adding new header parsers, starting with Cookie The patch should be safe since the logic is unchanged.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1596888 13f79535-47bb-0310-9956-ffa450edef68n"
0cf5cda0dc3b4560a71807fcbd80bade1e2c40a8,log4j,Corrective,"Bug 34979: rolling refactoring, asynchronous compressiongit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311368 13f79535-47bb-0310-9956-ffa450edef68n"
0d09a6abf713e78f487bea4dea1ebbb994722d6f,camel,Feature Addition,initial implementation of interceptor routes; allowing interceptors to be implemented easily in the DSL for CAMEL-92git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@564272 13f79535-47bb-0310-9956-ffa450edef68n
0d1bc03ceaf04880c70dfe06ede90da7603f683c,log4j,None,"The HelpManager now uses the HelpLocator to find help resources for particular classes.This will eventually allow Chainsaw to use either remote Help urls (say,nretrieved from the log4j website as the default) or be installed locally.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310289 13f79535-47bb-0310-9956-ffa450edef68n"
0d435717420120a68b6b3438af0f226f579dabb9,camel,None,CAMEL-6327: More work on new camel-netty-http component.
0d50c37a5716a539b20732bd049f9da57114d420,camel,None,CAMEL-4022: Moved issue test into its own unit test file to make it easier to debug. Added more unit tests when exception is thrown from onException. Polished.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1132384 13f79535-47bb-0310-9956-ffa450edef68n
0d6538dcd810e0df76238c3fb6fe9caf9a047321,camel,None,CAMEL-1528: Added option to only register processors in JMX that have custom id set.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@768333 13f79535-47bb-0310-9956-ffa450edef68n
0d654ef76d63f65a81f465f2c5d02cc32e6a0b48,camel,None,CAMEL-2535 Get ride of the cxfsoap componentgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@921743 13f79535-47bb-0310-9956-ffa450edef68n
0da8b5ad9f74f18228d340db612b637509d1278f,tomcat,None,"Abstract out code for output buffer, much easier to readgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@823608 13f79535-47bb-0310-9956-ffa450edef68n"
0dac21ecdd88db0d9371971d9a5e90c1bed7f715,camel,None,CAMEL-7999: Add label to @UriEndpoint so we can group endpoints.
0ddfb83db9c7993d8d1b16837d20615a11c0fd6c,gerrit,Corrective,"Drop 2 suffix from CS2, SBS2Now that CS1 and SBS1 have been deleted, the suffixes of 2 onna lot of classes is unncessary and confusing. Drop the suffix.nnChange-Id: Icb8c4797f59f259601f4e436bd2f04a13a904bbcn"
0deb15031e9e934900b3b41f0d191dabdece8f80,apache-ant,None,Started to refactor XSLTProcess to be loose the xsltLiason. We can assume that most future processors will use this API as it is the standard.The current implementation does not load the TransformerFactory from the specified classLoader but it will in the future.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271386 13f79535-47bb-0310-9956-ffa450edef68n
0dfb55090cb515fb26dc0fef5adf87ac76f398f6,apache-ant,Feature Addition,"Add the ability to output all EJB jarfiles to a single directory.Add a new attribute flatdestdir.  Attribute defaults to false, whichnmaintains the current behaviour. If it is set to true, all jars willnbe created directly in the destination dir.nnWARNING: If you use this attribute, and have multiple jars with the samenname, they will overwrite each other!nnSubmitted by:tTim Fennell <tfenne@rcn.com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@267843 13f79535-47bb-0310-9956-ffa450edef68n"
0e02deda5251c453da40f15e3dfdec8d9f3c31b9,gerrit,None,Make Anonymous Coward configurableMake the username that is displayed for users that havent set a fullnname configurable.nnAnonymous Coward that was hard-coded in Gerrit before was seen bynsome users as unprofessional and insulting. This is why for corporatenenvironments it makes sense to configure another name.nnSigned-off-by: Edwin Kempin <edwin.kempin@sap.com>nChange-Id: Ib2edee2af342b17df676e87cef99f92448895aben
0e0a41a281263d44c1a8d25cf2eba8ab78a96f0b,gerrit,Perfective,Fully support voting with arbitrary labelsThis is mostly TODO cleanup where we originally ignored unknownnlabels without knowing for sure that would be the right long-termnapproach.nnThe only semantic change is that a change can no longer possibly benconsidered submittable from the publish comment screen if it containsnsome completely undefined labels.nnChange-Id: I7a722c3e7485b681a7fe9aff8e8da1413f70771en
0e9f61addc67e598cfcde0e9c537954ef00f311e,hadoop,Feature Addition,Revert initial HADOOP-9357 patch.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1464182 13f79535-47bb-0310-9956-ffa450edef68n
0ea246b144f7ffb804c815e824e4d59f4b624948,camel,None,CAMEL-1373: Using CamelCase for keys in headers/properties.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@747774 13f79535-47bb-0310-9956-ffa450edef68n
0ef3ee46e64eb2a61cd505bbd98b0d8404f1066a,apache-jmeter,None,Minor tweakgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@583268 13f79535-47bb-0310-9956-ffa450edef68n
0f115f7b3abf60ba6857cfecadc37e8ada0e3a97,tomcat,None,No need for an upgrade specific poll method. Delete some more code :)git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1296172 13f79535-47bb-0310-9956-ffa450edef68n
0f48431b53e2eb5b543c57715b65fd0b77ecb791,apache-jmeter,Corrective,Bug 51840 - JMS : Cache of InitialContext has some issuesgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@1172403 13f79535-47bb-0310-9956-ffa450edef68n
0f5f5baf2d50a23710365d884520a4861df4b9b7,log4j,None,* refactored Pause functionality* Change from Vector -> LoggingEventnn* Event Detail and Tooltip now rendered by a Layout class.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309974 13f79535-47bb-0310-9956-ffa450edef68n
0f69c9b27578e8379aaa43a87f7b0bd3b33e8914,tomcat,Perfective,Make unescaping the exact reverse of escaping. Code clean up.git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@586818 13f79535-47bb-0310-9956-ffa450edef68n
0f78c50ea7f25515f43a7570fe67a6604e8772ad,hadoop,None,HDFS-4692. Use timestamp as default snapshot names.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/branches/HDFS-2802@1467706 13f79535-47bb-0310-9956-ffa450edef68n
0f9a4228c711cf98acda30a746ad13b4de136658,apache-ant,None,Remove unused classgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270711 13f79535-47bb-0310-9956-ffa450edef68n
0fa5cad0b27780c27a284c23101b1099d4886506,hadoop,None,HDFS-4686. Update quota computation for rename and INodeReference.  Contributed by Jing Zhaogit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/branches/HDFS-2802@1471647 13f79535-47bb-0310-9956-ffa450edef68n
0fbdf21385ab8b7abf9de6f613ddbeff1f3ba62f,apache-ant,None,Antidote officially moved to the CVS module jakarta-ant-antidote.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268948 13f79535-47bb-0310-9956-ffa450edef68n
0fdacdfc1a598078da48d77a24f2b7479e9bffb3,apache-ant,Feature Addition,Removed nasty hack-o-rama by re-catching and re-throwing ConfigurationExceptions up call stack.Added support for reflection picking up typed addersnnAdded suppot for adders that tak a Configuration objectnnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270968 13f79535-47bb-0310-9956-ffa450edef68n
0fdf91f02668387008e0c9c378b93a68b2aa8579,tomcat,None,More fun and games with nested lambda expressions. Each invocation of a nested expression consumes a set of method parameters. Therefore nested lambda expressions that are invoked immediately (because they have no formal parameetrs) need to inform the outer expression of the invocation so the next invocation uses the correct method parameters.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1504281 13f79535-47bb-0310-9956-ffa450edef68n
0fe3f0d4da5a4b218c10ae72111c0741887a9ddb,apache-jmeter,Corrective,ComboStringEditor does not translate EDIT and UNDEFINED strings on language change Bugzilla Id: 55437git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1514839 13f79535-47bb-0310-9956-ffa450edef68n
10140daa32c99f547fb6efdae58203f365a2a3d4,apache-jmeter,None,Tidy up: use getName/setName; no need for MainFrame; no need to check for unused labelgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@602155 13f79535-47bb-0310-9956-ffa450edef68n
103eff1fad9dc947c5c078f829044cff2da6139b,hadoop,None,HDFS-4130. BKJM: The reading for editlog at NN starting using bkjm is not efficient. Contributed by Han Xiao.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1419649 13f79535-47bb-0310-9956-ffa450edef68n
1056b715f84a4c3b17b7fcdecbaef6eaeb566ea7,apache-ant,Feature Addition,"Added *internal* support multiple projects, and generalized the selection state mechanism.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268419 13f79535-47bb-0310-9956-ffa450edef68n"
1061de9da622ea5a0b471465080b22580d324dad,camel,None,CAMEL-1549: BeanInfo now excludes by default methods from java.lang.Object.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@775864 13f79535-47bb-0310-9956-ffa450edef68n
10632b64bd6364652867951f9389867c43a613bd,camel,Corrective,"CAMEL-479 appiled patch with thanks to Justin, also fixed some warnning message from the method.getResponse() by copying the inputstreamgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@651239 13f79535-47bb-0310-9956-ffa450edef68n"
1080655306a130b922a8b1e33b9d16d866ce2158,tomcat,Perfective,Better TODOgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1650510 13f79535-47bb-0310-9956-ffa450edef68n
108cb196c25758d2e387f748df1cfd63ec416ca7,camel,None,"CAMEL-180: Add soap:xxx protocol in CXF component, thx Willemgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@586863 13f79535-47bb-0310-9956-ffa450edef68n"
10b00d875c171b15b2fbf2416a904b0839baa116,camel,None,CAMEL-2389 Split camel transport for cxf out of camel-cxf modulegit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1130160 13f79535-47bb-0310-9956-ffa450edef68n
111acdf35a9f47c1ff3a0ad9361773c0c9974182,camel,None,CAMEL-7999: Remove @Label and use @Metadata instead for eip documentation.
11303a4795d87a8e6c66ac6c9e1f7e6fee939eda,apache-jmeter,Corrective,Makes more sense to use IOError for file format problems; include last char in logging output. Revert to BufferedReader to ensure that mark(1) is availablegit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@640435 13f79535-47bb-0310-9956-ffa450edef68n
1137c092060383579728cf25dd188a933dc0ce12,camel,None,"CAMEL-1584: Added support for intercept by wildcard,regexp for intercept send to endpoint.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@771296 13f79535-47bb-0310-9956-ffa450edef68n"
11492a188ba2166db3e777e61be9fb9780bb8cc8,camel,None,"CAMEL-1569: Added when() to intercept(). Its nice when the code is nice and clean now, and easy to add when predicate. (unlike the old code in InterceptFromDefinition, that got to complex)git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@771041 13f79535-47bb-0310-9956-ffa450edef68n"
11547825ae4ba5318bef8494ffe2e31286df5cdb,tomcat,None,Remove unused constantsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763191 13f79535-47bb-0310-9956-ffa450edef68n
11580157604152af8e2acd5fcd045fb71d96a916,apache-ant,None,Remove unused stream handlers/pump abstractions. These are now replaced by ExecOutputHandlergit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270558 13f79535-47bb-0310-9956-ffa450edef68n
11594acbcb63921e00208b3f453723d98e246693,camel,Feature Addition,added a transaction Interceptor hook to a builder so folks can customize how transactions are auto-created when things are sent to an endpoint/processed by an endpoint by default. When using camel-spring the transaction interceptor is auto-created using the TransactionTemplate in the context (if there is just one available). Also we now have a test case for the JPA based IdempotentConsumergit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@530368 13f79535-47bb-0310-9956-ffa450edef68n
